Parcel,Crop,Area (ha),NDVI,NDRE,Vigor Z,Heterog.,Runoff,Conf.,Risk Score,Risk Level
LPIS-61574058236_35A,Winter Wheat,16.170000076293945,0.353,0.238,,80.6,40,0.53,24.5,Low
LPIS-61583968264_1B,Winter Wheat,16.149999618530273,0.777,0.618,,13.2,15,0.69,10.3,Low
LPIS-61574037528_3B,Sugar Beet,16.149999618530273,0.791,0.554,,10.6,15,0.5,10.5,Low
LPIS-61523911850_6A,Winter Wheat,16.1200008392334,0.685,0.493,,27.1,15,0.55,10.7,Low
LPIS-61614027725_52B,Spring Barley,16.110000610351562,0.878,0.623,,3.4,15,0.52,28.5,Low
LPIS-61603995881_2A,Rapeseed,16.100000381469727,0.772,0.574,,8.6,15,0.86,11.8,Low
LPIS-61534023314_2B,Ley / Grass,16.09000015258789,0.514,0.319,,21.8,40,0.3,18,Low
LPIS-61593972661_24B,Winter Wheat,16.059999465942383,0.856,0.7,,7.5,15,0.65,26.1,Low
LPIS-61593995781_2A,Sugar Beet,16.049999237060547,0.745,0.489,,10.6,15,0.54,8.3,Low
LPIS-61743952710_160B,Sugar Beet,16.040000915527344,0.88,0.633,,5.4,40,0.59,45,Moderate
LPIS-61474014702_2E,Spring Barley,15.9399995803833,0.861,0.659,,14,15,0.49,26.7,Low
LPIS-61533940241_87A,Unknown,15.9399995803833,0.535,0.372,,23.1,15,0.75,10,Low
LPIS-61584041319_17A,Rapeseed,15.899999618530273,0.6,0.428,,19.6,40,0.79,18.9,Low
LPIS-61523996033_3C,Rapeseed,15.890000343322754,0.832,0.681,,7.5,15,0.73,23.6,Low
LPIS-61503972235_48A,Winter Wheat,15.880000114440918,0.873,0.714,,5.3,15,0.55,29.7,Low
LPIS-61574075905_45A,Winter Wheat,15.84000015258789,0.717,0.583,,22,15,0.66,11.4,Low
LPIS-61603968375_2A,Spring Barley,15.779999732971191,0.722,0.505,,16.7,40,0.63,18.5,Low
LPIS-61523954847_21A,Sugar Beet,15.779999732971191,0.849,0.694,,14.8,40,0.63,38.2,Moderate
LPIS-61513966730_20A,Rapeseed,15.779999732971191,0.865,0.707,,10.5,15,0.67,30.1,Moderate
LPIS-61613957384_27B,Ley / Grass,15.760000228881836,0.278,0.175,,68.8,40,0.6,22.8,Low
LPIS-61473978796_7C,Oats,15.739999771118164,0.801,0.559,,12.1,15,0.46,20,Low
LPIS-61713993285_1A,Unknown,15.710000038146973,0.759,0.496,,10.7,15,0.77,23.8,Low
LPIS-61594031847_4A,Ley / Grass,15.65999984741211,0.785,0.56,,13.3,15,0.55,23.3,Low
LPIS-61463953298_34A,Winter Wheat,15.619999885559082,0.773,0.603,,13.7,15,0.21,10.1,Low
LPIS-61463975213_5A,Spring Barley,15.609999656677246,0.768,0.507,,10.7,15,0.74,8.4,Low
LPIS-61483990870_15A,Rapeseed,15.600000381469727,0.505,0.345,,42.4,15,0.6,11.9,Low
LPIS-61584002128_58A,Spring Barley,15.600000381469727,0.847,0.697,,14.6,15,0.59,24.7,Low
LPIS-61453986703_1A,Sugar Beet,15.569999694824219,0.845,0.697,,9.1,15,0.44,27.5,Low
LPIS-61594066348_80c,Winter Wheat,15.5600004196167,0.802,0.551,,13.1,40,0.69,21.9,Low
LPIS-61523982962_4A,Winter Wheat,15.5600004196167,0.862,0.721,,10.2,15,0.58,28,Low
LPIS-61524041556_8A,Rapeseed,15.550000190734863,0.788,0.638,,10.2,15,0.56,15.7,Low
LPIS-61453979910_34A,Rapeseed,15.529999732971191,0.686,0.544,,10.8,15,0.63,10,Low
LPIS-61563945897_1B,Spring Barley,15.510000228881836,0.765,0.611,,14.5,15,0.55,10.4,Low
LPIS-61493918843_11D,Spring Wheat,15.479999542236328,0.71,0.558,,10.4,15,0.16,9.9,Low
LPIS-61543983762_5B,Winter Wheat,15.470000267028809,0.866,0.688,,14.7,15,0.74,28.8,Low
LPIS-61543953008_6A,Winter Wheat,15.449999809265137,0.812,0.64,,12.4,15,0.57,16.5,Low
LPIS-61553963603_66A,Sugar Beet,15.449999809265137,0.808,0.575,,14.9,15,0.6,16.1,Low
LPIS-61473998076_14B,Winter Wheat,15.390000343322754,0.794,0.628,,19.9,15,0.59,13.1,Low
LPIS-61783972032_159A,Ley / Grass,15.350000381469727,0.598,0.38,,20,40,0.52,18,Low
LPIS-61563972387_29H,Rapeseed,15.34000015258789,0.713,0.568,,8.2,15,0.52,9.8,Low
LPIS-61723968985_27A,Spring Barley,15.260000228881836,0.726,0.561,,12,40,0.42,18.9,Low
LPIS-61554043353_36C,Winter Wheat,15.260000228881836,0.834,0.673,,11.1,15,0.5,21.4,Low
LPIS-61474014702_2D,Winter Wheat,15.229999542236328,0.837,0.678,,5.1,15,0.47,21.6,Low
LPIS-61483950747_3A,Spring Barley,15.229999542236328,0.681,0.547,,13.4,40,0.63,19.4,Low
LPIS-61544025485_2A,Rapeseed,15.229999542236328,0.692,0.511,,25,15,0.61,10.8,Low
LPIS-61724015449_12A,Spring Barley,15.170000076293945,0.875,0.676,,5.4,40,0.84,37.7,Moderate
LPIS-61753978306_148A,Sugar Beet,15.170000076293945,0.783,0.594,,10.7,40,0.6,18.6,Low
LPIS-61743986927_21A,Rapeseed,15.15999984741211,0.815,0.634,,8.2,40,0.48,29,Low
LPIS-61543933393_12B,Potato,15.15999984741211,0.733,0.562,,9,15,0.51,9.5,Low
LPIS-61593997706_31D,Rapeseed,15.119999885559082,0.821,0.64,,11.8,15,0.35,21.6,Low
LPIS-61453982104_124A,Spring Barley,15.119999885559082,0.75,0.6,,13.2,15,0.56,10.3,Low
LPIS-61463979032_6A,Winter Wheat,15.09000015258789,0.762,0.575,,15,15,0.64,10,Low
LPIS-61473953766_4A,Winter Wheat,15.079999923706055,0.682,0.524,,12,15,0.51,9.8,Low
LPIS-61633973686_1B,Ley / Grass,15.050000190734863,0.829,0.552,,8.1,40,0.59,39.4,Moderate
LPIS-61443973799_14B,Winter Wheat,15.039999961853027,0.566,0.394,,23.1,15,0.49,10.1,Low
LPIS-61543933393_12D,Rapeseed,15.020000457763672,0.705,0.503,,11.6,15,0.56,9.1,Low
LPIS-61603970424_61A,Rapeseed,15.010000228881836,0.449,0.296,,31.8,15,0.53,10.5,Low
LPIS-61604001391_39A,Sugar Beet,15,0.809,0.544,,20,15,0.76,16.2,Low
LPIS-61514023780_4A,Spring Barley,15,0.76,0.549,,15.1,15,0.5,9.6,Low
LPIS-61534015641_8C,Rapeseed,14.949999809265137,0.738,0.598,,10.9,40,0.74,19.2,Low
LPIS-61714014133_78A,Winter Wheat,14.920000076293945,0.756,0.458,,12.6,15,0.67,7.9,Low
LPIS-61604039988_21A,Ley / Grass,14.899999618530273,0.866,0.621,,9.7,15,0.75,38,Moderate
LPIS-61584026847_14B,Winter Wheat,14.899999618530273,0.846,0.704,,12.6,15,0.59,24.6,Low
LPIS-61464005819_43A,Spring Barley,14.850000381469727,0.641,0.513,,11,15,0.54,10.1,Low
LPIS-61573955934_4A,Winter Wheat,14.829999923706055,0.819,0.647,,6,15,0.6,17.3,Low
LPIS-61614004920_11A,Rapeseed,14.829999923706055,0.659,0.449,,12.1,15,0.58,8.8,Low
LPIS-61603972767_63A,Winter Wheat,14.819999694824219,0.829,0.672,,10.3,40,0.58,29.2,Low
LPIS-61564057375_12A,Spring Barley,14.800000190734863,0.697,0.565,,15.4,15,0.61,10.7,Low
LPIS-61624009190_30A,Ley / Grass,14.789999961853027,0.559,0.339,,19,15,0.77,8.6,Low
LPIS-61543933393_12F,Spring Barley,14.789999961853027,0.742,0.533,,10.2,15,0.56,9.1,Low
LPIS-61723995329_114A,Ley / Grass,14.75,0.741,0.55,,16.9,15,0.52,15.7,Low
LPIS-61493962509_3A,Winter Wheat,14.739999771118164,0.755,0.599,,10.4,15,0.65,10,Low
LPIS-61493956341_86A,Winter Wheat,14.6899995803833,0.759,0.582,,12.4,15,0.54,9.8,Low
LPIS-61503952967_1F,Winter Wheat,14.609999656677246,0.803,0.655,,10.1,15,0.51,14.4,Low
LPIS-61544005679_4A,Rapeseed,14.600000381469727,0.721,0.583,,14.7,40,0.79,19.6,Low
LPIS-61603999980_7A,Winter Wheat,14.600000381469727,0.838,0.663,,17.1,15,0.6,22.6,Low
LPIS-61513913256_4A,Sugar Beet,14.59000015258789,0.791,0.55,,12.1,15,0.43,10.4,Low
LPIS-61503952967_1C,Sugar Beet,14.579999923706055,0.749,0.587,,12.3,15,0.51,10,Low
LPIS-61513978260_37A,Winter Wheat,14.579999923706055,0.818,0.567,,12.8,15,0.81,16.7,Low
LPIS-61523997289_13A,Spring Wheat,14.40999984741211,0.759,0.513,,11.7,15,0.73,8.7,Low
LPIS-61554026343_10A,Potato,14.40999984741211,0.79,0.642,,7.5,15,0.87,13.6,Low
LPIS-61533939042_15A,Spring Barley,14.40999984741211,0.744,0.604,,6.7,15,0.57,9.8,Low
LPIS-61463987657_30A,Rapeseed,14.390000343322754,0.828,0.679,,16.3,15,0.68,23.8,Low
LPIS-61483996397_55C,Winter Wheat,14.380000114440918,0.853,0.679,,17.9,15,0.71,26.1,Low
LPIS-61493975819_2A,Winter Wheat,14.350000381469727,0.806,0.612,,12.6,40,0.55,23.7,Low
LPIS-61513936024_12A,Rapeseed,14.34000015258789,0.846,0.685,,4.2,15,0.75,25.7,Low
LPIS-61583984893_54A,Winter Wheat,14.3100004196167,0.804,0.628,,10.4,15,0.7,14.4,Low
LPIS-61773951568_59A,Rapeseed,14.3100004196167,0.78,0.585,,9.5,15,0.46,13.4,Low
LPIS-61513944259_3A,Winter Wheat,14.300000190734863,0.807,0.519,,8.4,15,0.62,13.2,Low
LPIS-61463979373_10A,Winter Wheat,14.270000457763672,0.774,0.547,,12.5,15,0.62,9.1,Low
LPIS-61523938213_47A,Unknown,14.25,0.836,0.692,,19,15,0.62,51.3,Moderate
LPIS-61563980984_2A,Sugar Beet,14.239999771118164,0.802,0.546,,8.8,15,0.65,13.2,Low
LPIS-61473980209_6A,Spring Barley,14.229999542236328,0.783,0.542,,11,15,0.59,10.1,Low
LPIS-61574050436_13A,Winter Wheat,14.229999542236328,0.744,0.5,,16,15,0.55,9.1,Low
LPIS-61633990533_39A,Ley / Grass,14.180000305175781,0.793,0.527,,8.6,15,0.62,23.7,Low
LPIS-61563949965_2A,Winter Wheat,14.15999984741211,0.798,0.645,,8.9,15,0.74,13.3,Low
LPIS-61473978545_33A,Winter Wheat,14.149999618530273,0.711,0.502,,11.9,15,0.65,9.1,Low
LPIS-61703971982_28A,Ley / Grass,14.130000114440918,0.676,0.433,,9.8,40,0.69,17.1,Low
LPIS-61624030585_16A,Maize,14.119999885559082,0.399,0.267,,59.7,15,0.5,13.4,Low
LPIS-61483963157_102D,Rapeseed,14.109999656677246,0.611,0.473,,12.3,40,0.58,18.9,Low
LPIS-61613991682_21A,Rapeseed,14.09000015258789,0.792,0.641,,17.3,15,0.5,17.1,Low
LPIS-61513976998_4A,Winter Wheat,14.079999923706055,0.879,0.697,,7.7,15,0.6,31,Moderate
LPIS-61534021466_3C,Sugar Beet,14,0.793,0.568,,11.2,40,0.64,20.3,Low
LPIS-61573996617_27A,Spring Barley,13.90999984741211,0.852,0.67,,15.7,15,0.69,25.4,Low
LPIS-61733972567_11A,Ley / Grass,13.90999984741211,0.826,0.553,,7.7,40,0.7,38.8,Moderate
LPIS-61634060518_134A,Winter Wheat,13.899999618530273,0.705,0.537,,13.6,40,0.76,18.9,Low
LPIS-61494017558_22A,Winter Wheat,13.869999885559082,0.813,0.648,,16.7,15,0.52,17.2,Low
LPIS-61674015082_4B,Spring Barley,13.869999885559082,0.721,0.444,,19,70,0.52,28.5,Low
LPIS-61514020299_1A,Winter Wheat,13.859999656677246,0.752,0.594,,15.1,15,0.5,10.4,Low
LPIS-61583968264_1G,Winter Wheat,13.850000381469727,0.832,0.654,,11.9,15,0.75,20.9,Low
LPIS-61653980130_3A,Ley / Grass,13.84000015258789,0.765,0.504,,12.4,40,0.61,27.8,Low
LPIS-61553960633_9B,Winter Wheat,13.8100004196167,0.858,0.61,,9,15,0.64,25.3,Low
LPIS-61614033774_12A,Rapeseed,13.8100004196167,0.832,0.669,,11.2,40,0.65,32.8,Moderate
LPIS-61813963303_106A,Ley / Grass,13.789999961853027,0.666,0.434,,19.7,70,0.54,29,Low
LPIS-61534027466_4A,Rapeseed,13.789999961853027,0.585,0.419,,46.8,40,0.69,21.7,Low
LPIS-61463973860_4A,Rapeseed,13.770000457763672,0.535,0.36,,24.7,15,0.65,9.9,Low
LPIS-61473978796_7A,Winter Wheat,13.739999771118164,0.822,0.569,,9.8,15,0.5,17.3,Low
LPIS-61513931013_28A,Winter Wheat,13.739999771118164,0.603,0.413,,27.7,15,0.61,10.4,Low
LPIS-61513924299_16A,Sugar Beet,13.739999771118164,0.797,0.545,,8.3,15,0.46,11.8,Low
LPIS-61733927352_163A,Fallow,13.710000038146973,0.635,0.422,,53.6,40,0.67,21.7,Low
LPIS-61473974063_2B,Peas,13.680000305175781,0.83,0.648,,8.3,15,0.61,30.4,Moderate
LPIS-61513948785_21A,Winter Wheat,13.65999984741211,0.646,0.444,,17,15,0.73,9.4,Low
LPIS-61513970554_10B,Rapeseed,13.630000114440918,0.606,0.431,,31.3,15,0.75,11.1,Low
LPIS-61513946391_84A,Peas,13.609999656677246,0.774,0.589,,11.7,15,0.58,9.7,Low
LPIS-61533921709_13A,Spring Barley,13.609999656677246,0.81,0.555,,8.4,15,0.57,15.2,Low
LPIS-61513970554_10A,Sugar Beet,13.600000381469727,0.739,0.516,,10.4,15,0.73,8.8,Low
LPIS-61494000347_45C,Spring Barley,13.600000381469727,0.848,0.689,,11.1,15,0.57,24.5,Low
LPIS-61453985233_34A,Sugar Beet,13.59000015258789,0.801,0.539,,7.2,15,0.54,12.7,Low
LPIS-61453968392_11A,Winter Wheat,13.579999923706055,0.711,0.555,,18,15,0.46,10.6,Low
LPIS-61493984802_42A,Winter Wheat,13.569999694824219,0.821,0.653,,14.4,40,0.6,27.6,Low
LPIS-61524017406_92A,Potato,13.5600004196167,0.77,0.606,,13.2,15,0.63,10.2,Low
LPIS-61523982962_4E,Spring Barley,13.5600004196167,0.854,0.693,,13,15,0.28,25.8,Low
LPIS-61543957924_75A,Winter Wheat,13.539999961853027,0.887,0.699,,10.7,15,0.48,33.1,Moderate
LPIS-61674005449_23A,Ley / Grass,13.539999961853027,0.801,0.504,,9.4,40,0.8,33.8,Moderate
LPIS-61553996779_3A,Spring Wheat,13.510000228881836,0.751,0.527,,14.4,15,0.77,9.3,Low
LPIS-61773945049_94A,Winter Wheat,13.470000267028809,0.819,0.651,,9.5,40,0.78,26.8,Low
LPIS-61753989440_311A,Sugar Beet,13.460000038146973,0.329,0.213,,85.3,15,0.54,15.7,Low
LPIS-61543972195_15B,Winter Wheat,13.449999809265137,0.866,0.663,,11.4,15,0.46,28.2,Low
LPIS-61493965182_50A,Spring Barley,13.4399995803833,0.805,0.647,,12.2,15,0.44,16,Low
LPIS-61714015657_36A,Winter Wheat,13.40999984741211,0.556,0.373,,20.2,15,0.87,9.5,Low
LPIS-61533954156_57A,Peas,13.40999984741211,0.799,0.547,,15.2,15,0.67,18.3,Low
LPIS-61604006668_38D,Spring Barley,13.40999984741211,0.873,0.72,,9.9,15,0.82,29.5,Low
LPIS-61613996114_202A,Maize,13.319999694824219,0.37,0.245,,80.7,40,0.5,24.4,Low
LPIS-61514000820_55A,Rapeseed,13.3100004196167,0.686,0.48,,14.9,40,0.58,18.3,Low
LPIS-61553957232_12C,Winter Wheat,13.289999961853027,0.885,0.69,,6.8,15,0.45,32,Moderate
LPIS-61564020583_7A,Sugar Beet,13.270000457763672,0.709,0.565,,14.8,40,0.46,19.4,Low
LPIS-61493982315_39A,Winter Wheat,13.270000457763672,0.817,0.624,,16.2,15,0.4,17.6,Low
LPIS-61503995848_106A,Rapeseed,13.25,0.846,0.631,,9.4,15,0.58,25.5,Low
LPIS-61524018758_9A,Spring Barley,13.229999542236328,0.734,0.587,,12,40,0.55,19.2,Low
LPIS-61543990909_25A,Spring Barley,13.210000038146973,0.869,0.68,,10.7,15,0.79,28.2,Low
LPIS-61513965192_40A,Rapeseed,13.199999809265137,0.85,0.689,,12.2,15,0.61,27.2,Low
LPIS-61543943541_16A,Sugar Beet,13.1899995803833,0.716,0.484,,14.7,15,0.53,9,Low
LPIS-61513998399_7A,Winter Wheat,13.1899995803833,0.823,0.557,,7.9,40,0.56,26,Low
LPIS-61534031178_30A,Ley / Grass,13.1899995803833,0.731,0.468,,13.4,40,0.75,21.3,Low
LPIS-61463987657_30B,Winter Wheat,13.170000076293945,0.832,0.689,,15.8,15,0.62,21.8,Low
LPIS-61624013475_1B,Winter Barley,13.149999618530273,0.843,0.663,,10.6,15,0.75,24.5,Low
LPIS-61584018730_10A,Spring Barley,13.140000343322754,0.834,0.682,,14.6,15,0.51,22.2,Low
LPIS-61713985191_196A,Spring Barley,13.130000114440918,0.712,0.551,,11,15,0.6,9.8,Low
LPIS-61554026343_10B,Winter Wheat,13.130000114440918,0.775,0.622,,9.7,40,0.68,19,Low
LPIS-61564049357_6A,Winter Wheat,13.119999885559082,0.819,0.552,,9.1,40,0.47,25.3,Low
LPIS-61513950680_66E,Rapeseed,13.109999656677246,0.873,0.71,,5.8,15,0.63,31,Moderate
LPIS-61504024522_5A,Maize,13.109999656677246,0.775,0.57,,22.7,15,0.77,24.3,Low
LPIS-61463982137_7A,Winter Wheat,13.100000381469727,0.788,0.633,,16.6,15,0.51,11.7,Low
LPIS-61533922526_23A,Rapeseed,13.100000381469727,0.857,0.694,,3.1,15,0.68,27.7,Low
LPIS-61553960633_9A,Spring Barley,13.100000381469727,0.808,0.621,,10,15,0.63,15.9,Low
LPIS-61603998483_1A,Spring Barley,13.09000015258789,0.823,0.671,,9.6,15,0.62,19.3,Low
LPIS-61584013637_21C,Fallow,13.0600004196167,0.859,0.685,,5.1,15,0.78,41.1,Moderate
LPIS-61473991647_32A,Rapeseed,13.0600004196167,0.624,0.437,,19.3,15,0.7,9.7,Low
LPIS-61574039638_16A,Spring Barley,13.050000190734863,0.763,0.624,,9.5,40,0.55,19.2,Low
LPIS-61643995415_31A,Winter Wheat,13.039999961853027,0.755,0.539,,12.8,15,0.68,9.2,Low
LPIS-61534015641_8A,Sugar Beet,13.029999732971191,0.779,0.643,,18.3,15,0.69,11.1,Low
LPIS-61493991390_52A,Winter Barley,13.010000228881836,0.657,0.463,,24.5,15,0.66,10.3,Low
LPIS-61553948794_57A,Rapeseed,12.989999771118164,0.806,0.639,,6.1,15,0.62,18.3,Low
LPIS-61583968264_1D,Spring Barley,12.979999542236328,0.838,0.683,,12.8,15,0.6,22.7,Low
LPIS-61604000567_41A,Maize,12.970000267028809,0.338,0.222,,68.9,15,0.64,14.2,Low
LPIS-61523936120_46A,Winter Wheat,12.970000267028809,0.88,0.725,,6.4,15,0.61,31.3,Moderate
LPIS-61513980668_20A,Winter Wheat,12.970000267028809,0.839,0.58,,7,40,0.75,29.7,Low
LPIS-61584009621_21A,Winter Wheat,12.960000038146973,0.752,0.611,,12.4,15,0.64,10.4,Low
LPIS-61533996336_9A,Winter Wheat,12.960000038146973,0.667,0.476,,18.4,15,0.65,9.8,Low
LPIS-61543933393_12E,Fallow,12.960000038146973,0.794,0.647,,10.1,15,0.54,23.3,Low
LPIS-61473974063_2A,Winter Wheat,12.960000038146973,0.764,0.626,,9.5,15,0.57,10.2,Low
LPIS-61593972661_24A,Rapeseed,12.949999809265137,0.813,0.637,,15.7,15,0.6,20.5,Low
LPIS-61483972570_2A,Winter Wheat,12.930000305175781,0.794,0.65,,18.2,15,0.44,13.4,Low
LPIS-61604021683_22B,Winter Barley,12.899999618530273,0.743,0.604,,13.9,15,0.64,10.5,Low
LPIS-61534015641_8B,Potato,12.890000343322754,0.736,0.493,,10.3,15,0.63,8.5,Low
LPIS-61493977677_6A,Winter Wheat,12.859999656677246,0.795,0.594,,18.1,40,0.59,21.7,Low
LPIS-61673960643_17A,Winter Wheat,12.84000015258789,0.73,0.571,,18.3,15,0.64,10.6,Low
LPIS-61533986357_17A,Winter Wheat,12.819999694824219,0.887,0.741,,10,15,0.6,33.4,Moderate
LPIS-61544051404_64A,Rapeseed,12.819999694824219,0.765,0.609,,13.3,15,0.76,11.5,Low
LPIS-61513985560_9A,Sugar Beet,12.800000190734863,0.828,0.553,,12.4,15,0.6,21,Low
LPIS-61523972593_2A,Winter Wheat,12.770000457763672,0.871,0.689,,17.2,15,0.87,30,Moderate
LPIS-61503976855_9A,Spring Barley,12.760000228881836,0.811,0.672,,13.7,15,0.78,17.7,Low
LPIS-61574009924_184A,Winter Wheat,12.710000038146973,0.887,0.707,,7.5,15,0.51,32.7,Moderate
LPIS-61594021101_1B,Winter Wheat,12.710000038146973,0.863,0.691,,16.5,15,0.66,28.4,Low
LPIS-61503952967_1G,Rapeseed,12.6899995803833,0.703,0.501,,23.6,15,0.56,10.3,Low
LPIS-61523959847_13A,Spring Barley,12.65999984741211,0.656,0.455,,19.7,15,0.44,9.7,Low
LPIS-61523932035_45A,Rapeseed,12.640000343322754,0.856,0.699,,7.9,15,0.58,28,Low
LPIS-61653988161_23A,Ley / Grass,12.630000114440918,0.861,0.604,,6.8,40,0.59,45.5,Moderate
LPIS-61534041992_70A,Sugar Beet,12.630000114440918,0.742,0.516,,12.7,15,0.56,9,Low
LPIS-61514012274_46A,Rapeseed,12.619999885559082,0.868,0.672,,8.5,15,0.59,29.9,Low
LPIS-61603984793_35A,Sugar Beet,12.609999656677246,0.865,0.713,,9,40,0.64,42.4,Moderate
LPIS-61463968358_3A,Winter Wheat,12.59000015258789,0.812,0.618,,11.3,5,0.67,12.4,Low
LPIS-61613977556_9A,Spring Barley,12.569999694824219,0.894,0.695,,9.1,15,0.67,33,Moderate
LPIS-61723970347_90A,Winter Wheat,12.5600004196167,0.768,0.55,,8.5,40,0.69,17.8,Low
LPIS-61503986630_6B,Spring Wheat,12.550000190734863,0.821,0.554,,11,15,0.72,23.4,Low
LPIS-61503965071_61B,Winter Wheat,12.539999961853027,0.813,0.57,,20.2,15,0.4,16.4,Low
LPIS-61543981732_4B,Sugar Beet,12.539999961853027,0.732,0.518,,11.7,15,0.57,9.1,Low
LPIS-61463972013_9A,Winter Wheat,12.529999732971191,0.7,0.489,,8.6,15,0.63,8.6,Low
LPIS-61554063670_9D,Winter Wheat,12.520000457763672,0.692,0.478,,7.8,40,0.42,17.5,Low
LPIS-61534023314_2A,Winter Wheat,12.5,0.699,0.521,,22.2,40,0.58,19.6,Low
LPIS-61524009241_1A,Spring Wheat,12.5,0.776,0.629,,12.2,15,0.77,14.5,Low
LPIS-61503947233_10B,Spring Barley,12.449999809265137,0.81,0.644,,14,15,0.64,17.1,Low
LPIS-61544067627_24B,Winter Wheat,12.420000076293945,0.752,0.575,,9.4,15,0.38,9.5,Low
LPIS-61613999260_40D,Spring Barley,12.420000076293945,0.846,0.592,,18.3,40,0.59,32.5,Moderate
LPIS-61724015449_12B,Spring Barley,12.420000076293945,0.781,0.606,,12,40,0.79,19.8,Low
LPIS-61613971831_21A,Maize,12.40999984741211,0.832,0.579,,13.8,40,0.58,35.7,Moderate
LPIS-61523944606_17B,Winter Wheat,12.399999618530273,0.875,0.699,,9.3,15,0.73,30.2,Moderate
LPIS-61573955934_4C,Sugar Beet,12.399999618530273,0.819,0.583,,4.5,15,0.59,18.1,Low
LPIS-61613951808_13A,Spring Barley,12.380000114440918,0.713,0.545,,16.2,15,0.61,10.2,Low
LPIS-61584034929_5A,Spring Barley,12.369999885559082,0.77,0.558,,12.9,15,0.49,9.4,Low
LPIS-61523922549_15A,Spring Barley,12.369999885559082,0.815,0.671,,16.2,15,0.5,18.6,Low
LPIS-61523912076_41A,Sugar Beet,12.359999656677246,0.83,0.611,,16.8,15,0.49,22.9,Low
LPIS-61594020960_8B,Rapeseed,12.34000015258789,0.696,0.531,,26.2,15,0.52,11.2,Low
LPIS-61623965688_40A,Ley / Grass,12.319999694824219,0.821,0.561,,11.2,40,0.54,38.4,Moderate
LPIS-61543940572_19B,Unknown,12.270000457763672,0.767,0.567,,10.9,15,0.66,26.5,Low
LPIS-61723975276_8A,Winter Wheat,12.260000228881836,0.617,0.439,,28.6,15,0.73,10.8,Low
LPIS-61714013080_39A,Winter Wheat,12.239999771118164,0.747,0.482,,11.7,15,0.89,8.3,Low
LPIS-61543963233_9A,Winter Wheat,12.229999542236328,0.892,0.695,,9.8,15,0.5,40.6,Moderate
LPIS-61524059126_6A,Winter Wheat,12.1899995803833,0.817,0.635,,9.6,15,0.55,17,Low
LPIS-61504017546_1A,Potato,12.1899995803833,0.804,0.561,,15.4,15,0.46,18.3,Low
LPIS-61673978311_14A,Sugar Beet,12.180000305175781,0.774,0.521,,11.8,40,0.73,17.7,Low
LPIS-61583955129_2A,Winter Wheat,12.15999984741211,0.752,0.613,,15,15,0.61,10.7,Low
LPIS-61523979737_34A,Rapeseed,12.15999984741211,0.839,0.679,,21.9,15,0.43,26.3,Low
LPIS-61614009644_4B,Spring Barley,12.149999618530273,0.803,0.628,,14.1,15,0.57,15.5,Low
LPIS-61494004976_23A,Spring Barley,12.140000343322754,0.814,0.549,,10.2,15,0.51,16,Low
LPIS-61613969725_33A,Ley / Grass,12.130000114440918,0.719,0.507,,16.1,40,0.51,20.1,Low
LPIS-61584056564_11A,Winter Wheat,12.119999885559082,0.844,0.68,,7.8,40,0.58,32.2,Moderate
LPIS-61593952658_17A,Winter Wheat,12.119999885559082,0.742,0.593,,13,15,0.64,10.3,Low
LPIS-61564005878_62A,Rapeseed,12.109999656677246,0.685,0.452,,12.1,15,0.51,8.5,Low
LPIS-61594025528_3A,Winter Wheat,12.100000381469727,0.808,0.655,,10,15,0.62,15.5,Low
LPIS-61763983722_139A,Unknown,12.09000015258789,0.792,0.541,,14.3,40,0.63,40.3,Moderate
LPIS-61484014361_10A,Sugar Beet,12.079999923706055,0.833,0.562,,9.3,15,0.52,22.2,Low
LPIS-61443988853_31B,Spring Barley,12.079999923706055,0.755,0.602,,16,15,0.42,10.6,Low
LPIS-61554063670_9A,Winter Wheat,12.079999923706055,0.622,0.489,,15.4,40,0.43,19.4,Low
LPIS-61624019523_80A,Ley / Grass,12.0600004196167,0.591,0.366,,18.6,15,0.49,8.7,Low
LPIS-61504013802_13C,Unknown,12.0600004196167,0.429,0.299,,64.5,15,0.47,14.2,Low
LPIS-61743954178_40A,Ley / Grass,12.020000457763672,0.661,0.433,,15.7,15,0.68,8.8,Low
LPIS-61593970379_9A,Spring Barley,12.010000228881836,0.822,0.652,,11.3,15,0.47,19.1,Low
LPIS-61544068895_80A,Rapeseed,12.010000228881836,0.652,0.522,,11,40,0.66,19.1,Low
LPIS-61704007854_4A,Ley / Grass,12,0.798,0.546,,33.3,40,0.54,36.4,Moderate
LPIS-61554054373_6A,Winter Wheat,12,0.751,0.518,,13.8,15,0.28,9,Low
LPIS-61554063670_9C,Spring Barley,11.979999542236328,0.709,0.57,,5.6,15,0.71,9.6,Low
LPIS-61604006668_38A,Sugar Beet,11.970000267028809,0.805,0.539,,11,15,0.55,14.1,Low
LPIS-61534023314_2C,Winter Wheat,11.960000038146973,0.611,0.47,,21.4,40,0.72,19.8,Low
LPIS-61543972195_15A,Rapeseed,11.949999809265137,0.564,0.39,,35.9,15,0.69,11.3,Low
LPIS-61543972195_15C,Winter Wheat,11.9399995803833,0.833,0.667,,15.2,15,0.49,21.6,Low
LPIS-61494028325_20A,Spring Barley,11.920000076293945,0.776,0.648,,12.8,15,0.54,10.7,Low
LPIS-61613999260_40B,Ley / Grass,11.90999984741211,0.863,0.662,,21.1,15,0.55,46.9,Moderate
